CustomerID,Gender,AgeCategory,Duration,Companion,Accomodation,Rating,Upgrade,Reschedule,CancellationFee,Acitivity,NotCancelled
4507020352_00080,F,50-65,12,6,Hotel,High,0,1,0,Modification Confirm,0
4507020354_00070,M,40-49,21,7,Hostel,Middle,1,0,0,Modifying Booking,0
4507020354_00070,M,40-49,21,7,Hostel,Middle,1,0,0,Modification Confirm,0
4507020354_00080,M,30-39,2,8,Hotel,Low,0,1,0,Modifying Booking,0
4507020354_00080,M,30-39,2,8,Hotel,Low,0,1,0,Modification Confirm,0
4507020355_00150,M,50-65,19,13,Hotel,Low,0,1,1,Modifying Booking,0
4507020355_00150,M,50-65,19,13,Hotel,Low,0,1,1,Modification Confirm,0
4507020365_00130,M,40-49,16,11,Resort,High,1,0,1,Modifying Booking,0
4507020365_00130,M,40-49,16,11,Resort,High,1,0,1,Modification Confirm,0
4507020365_00140,F,18-29,19,14,Resort,Low,1,1,1,Modifying Booking,0
4507020365_00140,F,18-29,19,14,Resort,Low,1,1,1,Modification Confirm,0
4507020365_00050,M,30-39,6,11,Hostel,Low,0,1,0,Modifying Booking,0
4507020365_00050,M,30-39,6,11,Hostel,Low,0,1,0,Modification Confirm,0
4507020365_00030,F,50-65,21,3,Resort,Middle,0,0,0,Modifying Booking,0
4507020365_00030,F,50-65,21,3,Resort,Middle,0,0,0,Modification Confirm,0
4507019038_00260,M,30-39,14,13,Hostel,High,0,0,0,Modifying Booking,0
4507019038_00260,M,30-39,14,13,Hostel,High,0,0,0,Modification Confirm,0
4507020366_00010,F,40-49,8,12,Resort,High,1,1,1,Modifying Booking,0
4507020366_00010,F,40-49,8,12,Resort,High,1,1,1,Modification Confirm,0
4507019038_00030,F,50-65,23,8,Resort,Middle,1,0,0,Modifying Booking,0
4507019038_00030,F,50-65,23,8,Resort,Middle,1,0,0,Modification Confirm,0
4507020366_00060,M,18-29,8,2,Resort,Middle,0,0,0,Modifying Booking,0
4507020366_00060,M,18-29,8,2,Resort,Middle,0,0,0,Modification Confirm,0
4507019038_00160,M,40-49,10,6,Hostel,Low,1,0,1,Modifying Booking,0
4507019038_00160,M,40-49,10,6,Hostel,Low,1,0,1,Modification Confirm,0
4507020366_00080,F,40-49,26,2,Resort,Middle,0,0,0,Modifying Booking,0
4507020366_00080,F,40-49,26,2,Resort,Middle,0,0,0,Modification Confirm,0
4507020366_00100,M,40-49,3,5,Resort,High,1,0,1,Modifying Booking,0
4507020366_00100,M,40-49,3,5,Resort,High,1,0,1,Modification Confirm,0
4507020368_00020,M,40-49,14,12,Resort,Middle,1,0,0,Modifying Booking,0
4507020368_00020,M,40-49,14,12,Resort,Middle,1,0,0,Modification Confirm,0
4507018476_00220,M,18-29,17,12,Hotel,Middle,1,0,1,Modifying Booking,0
4507018476_00220,M,18-29,17,12,Hotel,Middle,1,0,1,Modification Confirm,0
4507020371_00010,F,40-49,25,7,Hotel,Low,1,0,1,Modifying Booking,0
4507020371_00010,F,40-49,25,7,Hotel,Low,1,0,1,Modification Confirm,0
4507018752_00070,M,50-65,21,9,Resort,High,0,0,0,Modifying Booking,0
4507018752_00070,M,50-65,21,9,Resort,High,0,0,0,Modification Confirm,0
4507008020_00210,F,30-39,6,1,Hotel,High,0,0,1,Modifying Booking,0
4507008020_00210,F,30-39,6,1,Hotel,High,0,0,1,Modification Confirm,0
4507008020_00240,M,18-29,25,6,Hostel,High,0,0,0,Modifying Booking,0
4507008020_00240,M,18-29,25,6,Hostel,High,0,0,0,Modification Confirm,0
4507020376_00010,M,18-29,4,4,Hotel,Low,1,0,1,Modifying Booking,0
4507020376_00010,M,18-29,4,4,Hotel,Low,1,0,1,Modification Confirm,0
4507014225_00010,M,40-49,12,1,Resort,Low,0,1,0,Modifying Booking,0
4507014225_00010,M,40-49,12,1,Resort,Low,0,1,0,Modification Confirm,0
4507019050_00010,M,50-65,10,10,Resort,Low,0,0,0,Modifying Booking,0
4507019050_00010,M,50-65,10,10,Resort,Low,0,0,0,Modification Confirm,0
4507013992_00010,M,40-49,9,13,Resort,Middle,0,0,1,Modifying Booking,0
4507013992_00010,M,40-49,9,13,Resort,Middle,0,0,1,Modification Confirm,0
4507020390_00200,M,40-49,10,13,Resort,Middle,1,0,0,Modifying Booking,0
4507020390_00200,M,40-49,10,13,Resort,Middle,1,0,0,Modification Confirm,0
4507020390_00130,M,40-49,24,1,Hotel,Low,0,1,0,Modifying Booking,0
4507020390_00130,M,40-49,24,1,Hotel,Low,0,1,0,Modification Confirm,0
4507020390_00230,F,50-65,15,3,Hotel,High,0,0,1,Modifying Booking,0
4507020390_00230,F,50-65,15,3,Hotel,High,0,0,1,Modification Confirm,0
4507020401_00010,F,30-39,13,4,Resort,Middle,0,0,1,Modifying Booking,0
4507020401_00010,F,30-39,13,4,Resort,Middle,0,0,1,Modification Confirm,0
4507016700_00010,F,30-39,19,4,Resort,Low,0,1,1,Modifying Booking,0
4507016700_00010,F,30-39,19,4,Resort,Low,0,1,1,Modification Confirm,0
4507017600_00070,M,50-65,10,8,Hostel,Low,1,0,0,Modifying Booking,0
4507017600_00070,M,50-65,10,8,Hostel,Low,1,0,0,Modification Confirm,0
4507016921_00020,F,40-49,10,12,Hotel,Middle,1,1,1,Modifying Booking,0
4507016921_00020,F,40-49,10,12,Hotel,Middle,1,1,1,Modification Confirm,0
4507016820_00030,M,18-29,20,14,Hotel,High,0,0,1,Modifying Booking,0
4507016820_00030,M,18-29,20,14,Hotel,High,0,0,1,Modification Confirm,0
4507017933_00030,M,40-49,5,4,Hostel,High,0,1,1,Modifying Booking,0
4507017933_00030,M,40-49,5,4,Hostel,High,0,1,1,Modification Confirm,0
4507020423_00020,F,40-49,8,2,Resort,High,0,0,1,Modifying Booking,0
4507020423_00020,F,40-49,8,2,Resort,High,0,0,1,Modification Confirm,0
4507016669_00070,F,30-39,16,9,Hostel,High,0,1,1,Modifying Booking,0
4507016669_00070,F,30-39,16,9,Hostel,High,0,1,1,Modification Confirm,0
4507020327_00360,F,50-65,10,7,Resort,High,0,0,0,Modifying Booking,0
4507020327_00360,F,50-65,10,7,Resort,High,0,0,0,Modification Confirm,0
4507020327_00350,F,50-65,1,4,Hostel,Low,1,0,0,Modifying Booking,0
4507020327_00350,F,50-65,1,4,Hostel,Low,1,0,0,Modification Confirm,0
4507019479_00030,M,30-39,27,12,Hotel,High,0,0,1,Modifying Booking,0
4507019479_00030,M,30-39,27,12,Hotel,High,0,0,1,Modification Confirm,0
4507017114_00090,F,40-49,27,3,Resort,Low,0,1,1,Modifying Booking,0
4507017114_00090,F,40-49,27,3,Resort,Low,0,1,1,Modification Confirm,0
4507017655_00140,F,40-49,24,2,Hostel,Low,1,0,1,Modifying Booking,0
4507017655_00140,F,40-49,24,2,Hostel,Low,1,0,1,Modification Confirm,0
4507017655_00300,F,30-39,23,11,Hotel,Low,1,0,1,Modifying Booking,0
4507017655_00300,F,30-39,23,11,Hotel,Low,1,0,1,Modification Confirm,0
4507018467_00040,F,50-65,6,7,Hotel,Low,0,0,1,Modifying Booking,0
4507018467_00040,F,50-65,6,7,Hotel,Low,0,0,1,Modification Confirm,0
4507016556_00010,F,40-49,2,14,Hostel,High,0,1,0,Modifying Booking,0
4507016556_00010,F,40-49,2,14,Hostel,High,0,1,0,Modification Confirm,0
4507017892_00010,F,40-49,22,11,Resort,Low,0,1,1,Modifying Booking,0
4507017892_00010,F,40-49,22,11,Resort,Low,0,1,1,Modification Confirm,0
4507014106_00010,M,18-29,14,10,Hotel,Low,0,0,1,Modifying Booking,0
4507014106_00010,M,18-29,14,10,Hotel,Low,0,0,1,Modification Confirm,0
4507017382_00020,M,40-49,12,8,Hotel,Middle,0,1,0,Modifying Booking,0
4507017382_00020,M,40-49,12,8,Hotel,Middle,0,1,0,Modification Confirm,0
4507016671_00030,F,50-65,1,10,Resort,High,0,1,0,Modifying Booking,0
4507016671_00030,F,50-65,1,10,Resort,High,0,1,0,Modification Confirm,0
4507016671_00060,M,30-39,16,1,Hotel,Low,0,1,0,Modifying Booking,0
4507016671_00060,M,30-39,16,1,Hotel,Low,0,1,0,Modification Confirm,0
4507017312_00010,F,40-49,8,14,Hotel,Middle,1,0,0,Modifying Booking,0
4507017312_00010,F,40-49,8,14,Hotel,Middle,1,0,0,Modification Confirm,0
4507017312_00040,F,30-39,8,10,Resort,Middle,1,1,0,Modifying Booking,0
4507017312_00040,F,30-39,8,10,Resort,Middle,1,1,0,Modification Confirm,0
4507014129_00020,M,30-39,10,10,Hotel,Low,1,0,0,Modifying Booking,0
4507014129_00020,M,30-39,10,10,Hotel,Low,1,0,0,Modification Confirm,0
4507018147_00010,M,18-29,19,6,Hotel,High,0,1,1,Modifying Booking,0
4507018147_00010,M,18-29,19,6,Hotel,High,0,1,1,Modification Confirm,0
4507017308_00030,M,40-49,6,7,Resort,Low,1,1,0,Modifying Booking,0
4507017308_00030,M,40-49,6,7,Resort,Low,1,1,0,Modification Confirm,0
4507020442_00010,F,30-39,25,10,Hotel,High,1,1,0,Modifying Booking,0
4507020442_00010,F,30-39,25,10,Hotel,High,1,1,0,Modification Confirm,0
4507019127_00010,F,40-49,14,10,Resort,Low,0,0,0,Modifying Booking,0
4507019127_00010,F,40-49,14,10,Resort,Low,0,0,0,Modification Confirm,0
4507020327_00400,F,40-49,22,12,Hostel,Middle,1,1,1,Modifying Booking,0
4507020327_00400,F,40-49,22,12,Hostel,Middle,1,1,1,Modification Confirm,0
4507017337_00010,F,18-29,9,6,Resort,Low,0,0,0,Modifying Booking,0
4507017337_00010,F,18-29,9,6,Resort,Low,0,0,0,Modification Confirm,0
4507017831_00040,M,18-29,2,2,Resort,Low,1,1,0,Modifying Booking,0
4507017831_00040,M,18-29,2,2,Resort,Low,1,1,0,Modification Confirm,0
4507019390_00040,F,40-49,22,7,Hostel,Middle,0,0,0,Modifying Booking,0
4507019390_00040,F,40-49,22,7,Hostel,Middle,0,0,0,Modification Confirm,0
4507020449_00010,F,30-39,13,5,Hotel,Low,1,0,1,Modifying Booking,0
4507020449_00010,F,30-39,13,5,Hotel,Low,1,0,1,Modification Confirm,0
4507020457_00010,M,40-49,9,12,Hostel,Middle,0,1,0,Modifying Booking,0
4507020457_00010,M,40-49,9,12,Hostel,Middle,0,1,0,Modification Confirm,0
4507014260_00090,F,40-49,2,13,Hostel,High,0,1,1,Modifying Booking,0
4507014260_00090,F,40-49,2,13,Hostel,High,0,1,1,Modification Confirm,0
4507016845_00010,M,30-39,14,13,Resort,Low,0,0,0,Modifying Booking,0
4507016845_00010,M,30-39,14,13,Resort,Low,0,0,0,Modification Confirm,0
4507014910_00120,M,30-39,1,2,Hotel,Low,1,1,0,Modifying Booking,0
4507014910_00120,M,30-39,1,2,Hotel,Low,1,1,0,Modification Confirm,0
4507020462_00010,M,18-29,14,9,Hotel,Middle,0,1,1,Modifying Booking,0
4507020462_00010,M,18-29,14,9,Hotel,Middle,0,1,1,Modification Confirm,0
4507020462_00020,F,18-29,23,12,Resort,High,0,1,0,Modifying Booking,0
4507020462_00020,F,18-29,23,12,Resort,High,0,1,0,Modification Confirm,0
4507019467_00060,F,40-49,4,7,Resort,High,0,1,1,Modifying Booking,0
4507019467_00060,F,40-49,4,7,Resort,High,0,1,1,Modification Confirm,0
4507019467_00100,F,40-49,26,8,Resort,Low,1,1,0,Modifying Booking,0
4507019467_00100,F,40-49,26,8,Resort,Low,1,1,0,Modification Confirm,0
4507020014_00030,M,18-29,17,13,Hostel,High,1,0,1,Modifying Booking,0
4507020014_00030,M,18-29,17,13,Hostel,High,1,0,1,Modification Confirm,0
4507018171_00001,M,30-39,1,14,Hostel,High,0,0,1,Modifying Booking,0
4507018171_00001,M,30-39,1,14,Hostel,High,0,0,1,Modification Confirm,0
4507019880_00001,F,40-49,8,10,Resort,High,1,0,1,Modifying Booking,0
4507019880_00001,F,40-49,8,10,Resort,High,1,0,1,Modification Confirm,0
4507019070_00001,F,50-65,3,6,Hostel,High,1,0,0,Modifying Booking,0
4507019070_00001,F,50-65,3,6,Hostel,High,1,0,0,Modification Confirm,0
4507026862_00010,F,40-49,10,8,Hotel,Low,1,1,0,Modifying Booking,0
4507026862_00010,F,40-49,10,8,Hotel,Low,1,1,0,Modification Confirm,0
4507026863_00010,M,18-29,23,7,Hotel,Middle,0,0,1,Modifying Booking,0
4507026863_00010,M,18-29,23,7,Hotel,Middle,0,0,1,Modification Confirm,0
4507018491_00010,M,50-65,25,14,Resort,High,1,0,0,Modifying Booking,0
4507018491_00010,M,50-65,25,14,Resort,High,1,0,0,Modification Confirm,0
4507024188_00010,M,50-65,25,4,Hostel,High,0,0,0,Modifying Booking,0
4507024188_00010,M,50-65,25,4,Hostel,High,0,0,0,Modification Confirm,0
4507026261_00020,M,40-49,21,10,Hostel,Middle,1,1,1,Modifying Booking,0
4507026261_00020,M,40-49,21,10,Hostel,Middle,1,1,1,Modification Confirm,0
4507020472_00080,F,50-65,1,7,Hotel,High,1,0,1,Modifying Booking,0
4507020472_00080,F,50-65,1,7,Hotel,High,1,0,1,Modification Confirm,0
4507026869_00070,F,30-39,2,10,Resort,Low,1,0,1,Modifying Booking,0
4507026869_00070,F,30-39,2,10,Resort,Low,1,0,1,Modification Confirm,0
2000013488_00004,F,18-29,8,4,Resort,Middle,1,0,0,Modifying Booking,0
2000013488_00004,F,18-29,8,4,Resort,Middle,1,0,0,Modification Confirm,0
4507026870_00020,M,50-65,7,12,Resort,High,0,0,0,Modifying Booking,0
4507026870_00020,M,50-65,7,12,Resort,High,0,0,0,Modification Confirm,0
4507026871_00180,F,50-65,7,13,Hotel,High,1,1,1,Modifying Booking,0
4507026871_00180,F,50-65,7,13,Hotel,High,1,1,1,Modification Confirm,0
4507026871_00110,F,50-65,9,5,Resort,Middle,1,0,1,Modifying Booking,0
4507026871_00110,F,50-65,9,5,Resort,Middle,1,0,1,Modification Confirm,0
4507026873_00030,M,30-39,26,9,Hotel,Middle,1,1,1,Modifying Booking,0
4507026873_00030,M,30-39,26,9,Hotel,Middle,1,1,1,Modification Confirm,0
4507024445_00020,M,40-49,5,1,Hotel,Low,0,0,1,Modifying Booking,0
4507024445_00020,M,40-49,5,1,Hotel,Low,0,0,1,Modification Confirm,0
4507020031_00020,M,50-65,21,11,Hostel,Middle,0,0,1,Modifying Booking,0
4507020031_00020,M,50-65,21,11,Hostel,Middle,0,0,1,Modification Confirm,0
4507017109_00050,F,50-65,16,9,Hostel,Low,0,1,1,Modifying Booking,0
4507017109_00050,F,50-65,16,9,Hostel,Low,0,1,1,Modification Confirm,0
4507024147_00010,M,30-39,2,13,Hotel,Low,0,0,1,Modifying Booking,0
4507024147_00010,M,30-39,2,13,Hotel,Low,0,0,1,Modification Confirm,0
4507025679_00040,F,30-39,19,5,Hostel,Middle,1,1,0,Modifying Booking,0
4507025679_00040,F,30-39,19,5,Hostel,Middle,1,1,0,Modification Confirm,0
4507025304_00060,M,40-49,21,10,Resort,Low,0,0,0,Modifying Booking,0
4507025304_00060,M,40-49,21,10,Resort,Low,0,0,0,Modification Confirm,0
4507025304_00150,F,30-39,6,9,Hostel,Middle,0,1,0,Modifying Booking,0
4507025304_00150,F,30-39,6,9,Hostel,Middle,0,1,0,Modification Confirm,0
4507023023_00020,M,30-39,26,13,Hotel,Middle,0,1,0,Modifying Booking,0
4507023023_00020,M,30-39,26,13,Hotel,Middle,0,1,0,Modification Confirm,0
4507026127_00020,M,18-29,12,1,Hostel,High,0,1,1,Modifying Booking,0
4507026127_00020,M,18-29,12,1,Hostel,High,0,1,1,Modification Confirm,0
4507024785_00210,F,50-65,19,10,Resort,Middle,1,1,0,Modifying Booking,0
4507024785_00210,F,50-65,19,10,Resort,Middle,1,1,0,Modification Confirm,0
2000013500_00001,M,50-65,15,12,Hostel,Low,1,1,0,Modifying Booking,0
2000013500_00001,M,50-65,15,12,Hostel,Low,1,1,0,Modification Confirm,0
4507026110_00060,F,40-49,2,3,Resort,Middle,0,1,0,Modifying Booking,0
4507026110_00060,F,40-49,2,3,Resort,Middle,0,1,0,Modification Confirm,0
4507024785_00510,F,30-39,23,3,Hostel,Middle,0,1,1,Modifying Booking,0
4507024785_00510,F,30-39,23,3,Hostel,Middle,0,1,1,Modification Confirm,0
4507025706_00040,F,30-39,15,9,Hostel,Low,1,1,0,Modifying Booking,0
4507025706_00040,F,30-39,15,9,Hostel,Low,1,1,0,Modification Confirm,0
4507024785_00300,M,18-29,9,10,Hotel,High,0,1,1,Modifying Booking,0
4507024785_00300,M,18-29,9,10,Hotel,High,0,1,1,Modification Confirm,0
4507023334_00010,F,18-29,25,1,Hostel,High,1,1,0,Modifying Booking,0
4507023334_00010,F,18-29,25,1,Hostel,High,1,1,0,Modification Confirm,0
4507024805_00090,F,50-65,24,1,Hostel,Low,0,0,0,Modifying Booking,0
4507024805_00090,F,50-65,24,1,Hostel,Low,0,0,0,Modification Confirm,0
4507025152_00010,F,30-39,11,6,Resort,Low,0,1,1,Modifying Booking,0
4507025152_00010,F,30-39,11,6,Resort,Low,0,1,1,Modification Confirm,0
4507019651_00010,M,30-39,14,2,Hostel,Low,1,1,1,Modifying Booking,0
4507019651_00010,M,30-39,14,2,Hostel,Low,1,1,1,Modification Confirm,0
4507023292_00040,F,40-49,26,12,Resort,Middle,0,0,0,Modifying Booking,0
4507023292_00040,F,40-49,26,12,Resort,Middle,0,0,0,Modification Confirm,0
4507023466_00010,F,30-39,5,5,Hostel,Low,1,0,1,Modifying Booking,0
4507023466_00010,F,30-39,5,5,Hostel,Low,1,0,1,Modification Confirm,0
4507024261_00010,F,30-39,8,13,Resort,Middle,0,0,0,Modifying Booking,0
4507024261_00010,F,30-39,8,13,Resort,Middle,0,0,0,Modification Confirm,0
4507024329_00010,F,40-49,8,12,Hostel,High,0,0,1,Modifying Booking,0
4507024329_00010,F,40-49,8,12,Hostel,High,0,0,1,Modification Confirm,0
4507024488_00040,F,40-49,4,1,Hostel,Low,1,0,1,Modifying Booking,0
4507024488_00040,F,40-49,4,1,Hostel,Low,1,0,1,Modification Confirm,0
4507026899_00080,M,40-49,1,11,Hostel,Middle,1,0,1,Modifying Booking,0
4507026899_00080,M,40-49,1,11,Hostel,Middle,1,0,1,Modification Confirm,0
4507026900_00030,F,40-49,16,14,Hostel,High,0,0,1,Modifying Booking,0
4507026900_00030,F,40-49,16,14,Hostel,High,0,0,1,Modification Confirm,0
4507026911_00010,F,18-29,14,2,Hotel,High,1,1,1,Modifying Booking,0
4507026911_00010,F,18-29,14,2,Hotel,High,1,1,1,Modification Confirm,0
4507026913_00060,M,40-49,6,14,Hostel,High,0,0,1,Modifying Booking,0
4507026913_00060,M,40-49,6,14,Hostel,High,0,0,1,Modification Confirm,0
4507026913_00030,M,30-39,4,4,Hostel,High,1,1,0,Modifying Booking,0
4507026913_00030,M,30-39,4,4,Hostel,High,1,1,0,Modification Confirm,0
4507026919_00010,F,40-49,16,6,Hostel,High,1,1,1,Modifying Booking,0
4507026919_00010,F,40-49,16,6,Hostel,High,1,1,1,Modification Confirm,0
4507026928_00060,F,50-65,3,4,Hotel,Middle,1,1,1,Modifying Booking,0
4507026928_00060,F,50-65,3,4,Hotel,Middle,1,1,1,Modification Confirm,0
4507026929_00010,M,40-49,2,12,Hotel,Middle,0,1,1,Modifying Booking,0
4507026929_00010,M,40-49,2,12,Hotel,Middle,0,1,1,Modification Confirm,0
4507026929_00060,F,18-29,5,12,Hotel,High,0,1,1,Modifying Booking,0
4507026929_00060,F,18-29,5,12,Hotel,High,0,1,1,Modification Confirm,0
4507026051_00010,M,30-39,27,7,Hostel,Low,1,0,0,Modifying Booking,0
4507026051_00010,M,30-39,27,7,Hostel,Low,1,0,0,Modification Confirm,0
4507026943_00030,F,30-39,9,1,Resort,Low,0,0,0,Modifying Booking,0
4507026943_00030,F,30-39,9,1,Resort,Low,0,0,0,Modification Confirm,0
4507026946_00010,F,50-65,23,10,Hotel,Middle,1,0,0,Modifying Booking,0
4507026946_00010,F,50-65,23,10,Hotel,Middle,1,0,0,Modification Confirm,0
4507025833_00010,M,30-39,7,13,Resort,Low,0,1,0,Modifying Booking,0
4507025833_00010,M,30-39,7,13,Resort,Low,0,1,0,Modification Confirm,0
4507026953_00010,F,18-29,6,6,Hostel,High,1,0,1,Modifying Booking,0
4507026953_00010,F,18-29,6,6,Hostel,High,1,0,1,Modification Confirm,0
4507026957_00030,F,30-39,20,10,Hostel,Low,0,1,0,Modifying Booking,0
4507026957_00030,F,30-39,20,10,Hostel,Low,0,1,0,Modification Confirm,0
4507026982_00080,M,18-29,24,1,Hotel,High,1,0,1,Modifying Booking,0
4507026982_00080,M,18-29,24,1,Hotel,High,1,0,1,Modification Confirm,0
4507026989_00050,F,30-39,13,1,Hostel,Middle,1,1,0,Modifying Booking,0
4507026989_00050,F,30-39,13,1,Hostel,Middle,1,1,0,Modification Confirm,0
4507026998_00020,F,50-65,10,13,Resort,Middle,0,1,0,Modifying Booking,0
4507026998_00020,F,50-65,10,13,Resort,Middle,0,1,0,Modification Confirm,0
4507026999_00060,F,30-39,26,11,Resort,High,0,1,1,Modifying Booking,0
4507026999_00060,F,30-39,26,11,Resort,High,0,1,1,Modification Confirm,0
4507027015_00010,M,18-29,22,11,Resort,High,0,1,1,Modifying Booking,0
4507027015_00010,M,18-29,22,11,Resort,High,0,1,1,Modification Confirm,0
4507027033_00030,F,50-65,24,2,Resort,High,1,1,0,Modifying Booking,0
4507027033_00030,F,50-65,24,2,Resort,High,1,1,0,Modification Confirm,0
4507018765_00010,F,18-29,25,8,Hotel,Middle,1,0,0,Modifying Booking,0
4507018765_00010,F,18-29,25,8,Hotel,Middle,1,0,0,Modification Confirm,0
4507027045_00010,M,18-29,8,9,Hotel,Middle,1,1,0,Modifying Booking,0
4507027045_00010,M,18-29,8,9,Hotel,Middle,1,1,0,Modification Confirm,0
4507016511_00010,F,18-29,9,13,Hotel,Low,0,1,0,Modifying Booking,0
4507016511_00010,F,18-29,9,13,Hotel,Low,0,1,0,Modification Confirm,0
4507027058_00010,F,40-49,24,1,Resort,High,0,0,0,Modifying Booking,0
4507027058_00010,F,40-49,24,1,Resort,High,0,0,0,Modification Confirm,0
4507019805_00010,M,50-65,6,11,Hostel,High,1,1,0,Modifying Booking,0
4507019805_00010,M,50-65,6,11,Hostel,High,1,1,0,Modification Confirm,0
4507027076_00010,M,50-65,11,10,Hotel,High,1,1,1,Modifying Booking,0
4507027076_00010,M,50-65,11,10,Hotel,High,1,1,1,Modification Confirm,0
4507027078_00010,F,30-39,13,13,Hotel,Middle,1,1,0,Modifying Booking,0
4507027078_00010,F,30-39,13,13,Hotel,Middle,1,1,0,Modification Confirm,0
4507022903_00370,M,18-29,12,13,Hotel,Low,0,1,0,Modifying Booking,0
4507022903_00370,M,18-29,12,13,Hotel,Low,0,1,0,Modification Confirm,0
4507022903_00350,M,50-65,4,12,Resort,Low,0,1,0,Modifying Booking,0
4507022903_00350,M,50-65,4,12,Resort,Low,0,1,0,Modification Confirm,0
4507022903_00450,M,40-49,15,13,Resort,High,1,1,0,Modifying Booking,0
4507022903_00450,M,40-49,15,13,Resort,High,1,1,0,Modification Confirm,0
4507020698_00010,M,30-39,27,12,Resort,Low,1,0,1,Modifying Booking,0
4507020698_00010,M,30-39,27,12,Resort,Low,1,0,1,Modification Confirm,0
4507020698_00020,F,50-65,6,1,Hotel,Middle,0,1,1,Modifying Booking,0
4507020698_00020,F,50-65,6,1,Hotel,Middle,0,1,1,Modification Confirm,0
4507024392_00010,M,18-29,7,7,Hostel,Middle,0,0,0,Modifying Booking,0
4507024392_00010,M,18-29,7,7,Hostel,Middle,0,0,0,Modification Confirm,0
4507027093_00010,F,18-29,26,1,Hostel,Middle,0,0,1,Modifying Booking,0
4507027093_00010,F,18-29,26,1,Hostel,Middle,0,0,1,Modification Confirm,0
4507023096_00040,M,40-49,27,2,Hostel,Middle,0,0,0,Modifying Booking,0
4507023096_00040,M,40-49,27,2,Hostel,Middle,0,0,0,Modification Confirm,0
4507026211_00020,F,50-65,20,5,Hostel,Low,0,0,1,Modifying Booking,0
4507026211_00020,F,50-65,20,5,Hostel,Low,0,0,1,Modification Confirm,0
4507024408_00020,M,30-39,26,4,Resort,High,1,0,0,Modifying Booking,0
4507024408_00020,M,30-39,26,4,Resort,High,1,0,0,Modification Confirm,0
4507024408_00040,F,18-29,21,7,Hostel,Middle,1,1,1,Modifying Booking,0
4507024408_00040,F,18-29,21,7,Hostel,Middle,1,1,1,Modification Confirm,0
4507024408_00060,M,18-29,15,13,Resort,High,0,0,0,Modifying Booking,0
4507024408_00060,M,18-29,15,13,Resort,High,0,0,0,Modification Confirm,0
4507024616_00040,M,30-39,8,4,Resort,Middle,1,0,0,Modifying Booking,0
4507024616_00040,M,30-39,8,4,Resort,Middle,1,0,0,Modification Confirm,0
4507024240_00060,F,40-49,14,8,Hotel,High,0,0,1,Modifying Booking,0
4507024240_00060,F,40-49,14,8,Hotel,High,0,0,1,Modification Confirm,0
4507027107_00070,F,18-29,15,8,Hostel,Middle,0,0,1,Modifying Booking,0
4507027107_00070,F,18-29,15,8,Hostel,Middle,0,0,1,Modification Confirm,0
4507027109_00130,M,50-65,15,2,Resort,Middle,0,0,0,Modifying Booking,0
4507027109_00130,M,50-65,15,2,Resort,Middle,0,0,0,Modification Confirm,0
4507027109_00020,F,18-29,18,6,Resort,High,1,0,0,Modifying Booking,0
4507027109_00020,F,18-29,18,6,Resort,High,1,0,0,Modification Confirm,0
4507027109_00060,F,40-49,24,11,Hostel,High,1,0,1,Modifying Booking,0
4507027109_00060,F,40-49,24,11,Hostel,High,1,0,1,Modification Confirm,0
4507027111_00120,M,18-29,23,1,Resort,High,0,1,1,Modifying Booking,0
4507027111_00120,M,18-29,23,1,Resort,High,0,1,1,Modification Confirm,0
4507027109_00040,M,18-29,26,9,Resort,High,0,0,0,Modifying Booking,0
4507027109_00040,M,18-29,26,9,Resort,High,0,0,0,Modification Confirm,0
4507027118_00010,M,18-29,20,13,Hostel,High,1,1,1,Modifying Booking,0
4507027118_00010,M,18-29,20,13,Hostel,High,1,1,1,Modification Confirm,0
4507024737_00040,M,50-65,23,3,Hostel,Middle,0,0,1,Modifying Booking,0
4507024737_00040,M,50-65,23,3,Hostel,Middle,0,0,1,Modification Confirm,0
4507024254_00070,M,18-29,2,1,Hostel,Middle,1,0,1,Modifying Booking,0
4507024254_00070,M,18-29,2,1,Hostel,Middle,1,0,1,Modification Confirm,0
4507024254_00010,M,50-65,13,4,Resort,High,1,1,1,Modifying Booking,0
4507024254_00010,M,50-65,13,4,Resort,High,1,1,1,Modification Confirm,0
4507027135_00010,M,40-49,14,14,Resort,High,0,0,0,Modifying Booking,0
4507027135_00010,M,40-49,14,14,Resort,High,0,0,0,Modification Confirm,0
4507024429_00020,M,50-65,12,14,Resort,Low,0,0,0,Modifying Booking,0
4507024429_00020,M,50-65,12,14,Resort,Low,0,0,0,Modification Confirm,0
4507025407_00040,F,18-29,14,8,Resort,High,0,0,0,Modifying Booking,0
4507025407_00040,F,18-29,14,8,Resort,High,0,0,0,Modification Confirm,0
4507025407_00060,M,40-49,24,1,Hotel,High,1,1,1,Modifying Booking,0
4507025407_00060,M,40-49,24,1,Hotel,High,1,1,1,Modification Confirm,0
2000013612_00001,F,40-49,27,13,Hostel,Low,0,0,1,Modifying Booking,0
2000013612_00001,F,40-49,27,13,Hostel,Low,0,0,1,Modification Confirm,0
4507023512_00010,F,30-39,3,11,Hostel,Middle,1,0,0,Modifying Booking,0
4507023512_00010,F,30-39,3,11,Hostel,Middle,1,0,0,Modification Confirm,0
4507023095_00040,M,50-65,7,12,Hostel,Middle,0,1,1,Modifying Booking,0
4507023095_00040,M,50-65,7,12,Hostel,Middle,0,1,1,Modification Confirm,0
